Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,EV Connector Types,Access Detail Code,Facility Type,EV Pricing,EV On-Site Renewable Source,Restricted Access
ELEC,CITYOFBERKELEY CENT 2 GREEN 4,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.8704,-122.26991,2/25/2023,175951,2023-02-25 23:20:42 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 2 RED 11,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,Mon 9:00pm - 12:00am; Tue 9:00pm - 12:00am; Wed 9:00pm - 12:00am; Thu 9:00pm - 12:00am; Fri 9:00pm - 12:00am; Sat 9:00pm - 12:00am; Sun 9:00pm - 12:00am,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.87035,-122.26974,2/25/2023,175952,2023-02-25 23:11:57 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 1 GREEN 9,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870335,-122.26986,2/25/2023,175953,2023-02-25 23:11:57 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 3 RED 17,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,Mon 9:00pm - 12:00am; Tue 9:00pm - 12:00am; Wed 9:00pm - 12:00am; Thu 9:00pm - 12:00am; Fri 9:00pm - 12:00am; Sat 9:00pm - 12:00am; Sun 9:00pm - 12:00am,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870705,-122.26995,2/25/2023,175954,2023-02-25 23:11:57 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 2E,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870549,-122.269763,2/25/2023,175955,2023-02-25 23:09:49 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 1B,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870528,-122.269881,2/25/2023,175956,2023-02-25 23:09:48 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 1A,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870517,-122.26982,2/25/2023,175957,2023-02-25 23:09:48 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 2A,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870494,-122.269852,2/25/2023,175958,2023-02-25 23:09:48 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 1D,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870538,-122.269737,2/25/2023,175959,2023-02-25 23:09:48 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 2C,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870562,-122.269785,2/25/2023,175960,2023-02-25 23:09:36 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 1C,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870591,-122.269908,2/25/2023,175961,2023-02-25 23:09:35 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 2D,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870532,-122.269908,2/25/2023,175962,2023-02-25 23:09:34 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 1F,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870583,-122.269876,2/25/2023,175963,2023-02-25 23:09:32 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 2 RED 16,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,Mon 9:00pm - 12:00am; Tue 9:00pm - 12:00am; Wed 9:00pm - 12:00am; Thu 9:00pm - 12:00am; Fri 9:00pm - 12:00am; Sat 9:00pm - 12:00am; Sun 9:00pm - 12:00am,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870563,-122.269888,2/25/2023,175964,2023-02-25 23:03:00 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 2 RED 12,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,Mon 9:00pm - 12:00am; Tue 9:00pm - 12:00am; Wed 9:00pm - 12:00am; Thu 9:00pm - 12:00am; Fri 9:00pm - 12:00am; Sat 9:00pm - 12:00am; Sun 9:00pm - 12:00am,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870578,-122.269848,2/25/2023,175965,2023-02-25 23:02:54 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 2 GREEN 6,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,Mon 9:00pm - 12:00am; Tue 9:00pm - 12:00am; Wed 9:00pm - 12:00am; Thu 9:00pm - 12:00am; Fri 9:00pm - 12:00am; Sat 9:00pm - 12:00am; Sun 9:00pm - 12:00am,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870316,-122.26988,2/25/2023,175966,2023-02-25 23:20:44 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 1 GREEN 10,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870316,-122.26985,2/25/2023,175967,2023-02-25 23:20:43 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 2B,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870559,-122.269761,2/25/2023,175969,2023-02-25 23:09:36 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 1 GREEN 8,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870346,-122.269875,2/25/2023,175970,2023-02-25 23:11:58 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 2 GREEN 3,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870549,-122.269908,2/25/2023,175971,2023-02-25 23:10:50 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENTERGARAGE 1E,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870543,-122.269812,2/25/2023,175972,2023-02-25 23:09:48 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 1 RED 2,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.871128,-122.27042,2/25/2023,175973,2023-02-25 23:08:44 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY T-C GARAGE #2,2450 Durant Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.867361,-122.259509,2/25/2023,176369,2023-02-25 23:03:28 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY T-C GARAGE #1,2450 Durant Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.867442,-122.259514,2/25/2023,176370,2023-02-25 23:03:27 UTC,,1/27/2021,J1772,,,,,
ELEC,CITYOFBERKELEY T-C GARAGE 4,2450 Durant Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.867363,-122.25951,2/25/2023,176371,2023-02-25 23:18:15 UTC,,1/27/2021,J1772,,,,,
ELEC,FOURTH STREET STATION 3,1911 4th Street,,Berkeley,CA,94710,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.868258,-122.299482,2/25/2023,178208,2023-02-25 23:09:45 UTC,,1/27/2021,J1772,,,,,
ELEC,FOURTH STREET STATION 1,1911 4th street,,Berkeley,CA,94710,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.868196,-122.29943,2/25/2023,178209,2023-02-25 23:09:55 UTC,,1/27/2021,J1772,,,,,
ELEC,G1A G1A,2600 Shattuck Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.861495,-122.267649,2/25/2023,178465,2023-02-25 23:08:55 UTC,,1/27/2021,J1772,,,,,
ELEC,G1A G1B,2600 Shattuck Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.861775,-122.267464,2/25/2023,178466,2023-02-25 23:08:55 UTC,,1/27/2021,J1772,,,,,
ELEC,G1A G1C,2600 Shattuck Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.861612,-122.267671,2/25/2023,178468,2023-02-25 23:08:31 UTC,,1/27/2021,J1772,,,,,
ELEC,BASEMENT JONES STATION 1,1080 Jones st,,Berkeley,CA,94710,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.87612,-122.29525,2/25/2023,183463,2023-02-25 23:27:27 UTC,,1/27/2021,J1772,,,,,
ELEC,Kaiser Pardee Parking Lot,1010 Carleton Street,,Berkeley,CA,94710,,800-663-5633,E,,Public,,,10,,,SemaCharge Network,https://semaconnect.com/,GPS,37.857419,-122.290265,12/21/2022,184161,2022-12-21 22:59:31 UTC,,12/31/2020,J1772,,,$0.28/kWh Energy Fee,,
ELEC,Berkeley Bowl - West,920 Heinz Avenue,,Berkeley,CA,94710,,888-264-2208,E,,Public,Mon 12:00am - 11:45pm; Tue 12:00am - 11:45pm; Wed 12:00am - 11:45pm; Thu 12:00am - 11:45pm; Fri 12:00am - 11:45pm; Sat 12:00am - 11:45pm; Sun 12:00am - 11:45pm,,4,,,Volta,https://voltacharging.com/,GPS,37.853235,-122.290192,2/26/2023,185100,2023-02-26 00:34:33 UTC,,2/8/2021,J1772,,,,,FALSE
ELEC,Kaiser - Medical Office Building (MOB) Berkeley,2621 Tenth Street,,Berkeley,CA,94710,,800-663-5633,E,,Public,,,8,,,SemaCharge Network,https://semaconnect.com/,GPS,37.858167,-122.289645,12/21/2022,186534,2022-12-21 22:59:29 UTC,,12/15/2020,J1772,,,$0.00-$1.35/Hr Variable Parking Fee,,
ELEC,EVCharge4U Main Office,1805 Martin Luther King Jr Way,,Berkeley,CA,94709,,,E,,Public,24 hours daily,,2,,,AMPUP,https://ampup.io/,200-8,37.874052,-122.27309,5/6/2021,189283,2022-02-10 19:42:29 UTC,P,4/6/2021,J1772,,OFFICE_BLDG,,NONE,FALSE
ELEC,VARSITYBERKELEY STATION 1,2024 Durant Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.866473,-122.268936,2/25/2023,196235,2023-02-25 23:32:09 UTC,,9/23/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT ASHBY GRG EV7,2420 Ashby Ave ASHBY GARAGE,,Berkeley,CA,94705,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.856103,-122.258595,2/25/2023,197171,2023-02-25 23:20:27 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT ASHBY GRG EV6,2420 Ashby Ave ASHBY GARAGE,,Berkeley,CA,94705,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.855858,-122.258484,2/25/2023,197172,2023-02-25 23:20:28 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT ASHBY GRG EV3,2420 Ashby Ave ASHBY GARAGE,,Berkeley,CA,94705,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.855967,-122.258515,2/25/2023,197173,2023-02-25 23:20:28 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT ASHBY GRG EV5,2420 Ashby Ave ASHBY GARAGE,,Berkeley,CA,94705,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.855787,-122.25847,2/25/2023,197174,2023-02-25 23:20:28 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT ASHBY GRG EV2,2420 Ashby Ave ASHBY GARAGE,,Berkeley,CA,94705,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.856127,-122.258563,2/25/2023,197175,2023-02-25 23:20:28 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT SHATTUCK LOT 1,2100 Dwight Way,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.863948,-122.266962,2/25/2023,197176,2023-02-25 23:20:29 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT SHATTUCK LOT 2,2100 Dwight Way,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.863944,-122.266957,2/25/2023,197177,2023-02-25 23:20:29 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT SHATTUCK LT 8-9,2100 Dwight Way,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.863934,-122.266728,2/25/2023,197178,2023-02-25 23:20:29 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT SHATTUCK LOT 10,2100 Dwight Way,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.863858,-122.26671,2/25/2023,197179,2023-02-25 23:20:30 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT SHATTUCK LT 6-7,2100 Dwight Way,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.863952,-122.266855,2/25/2023,197180,2023-02-25 23:20:30 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT SHATTUCK LT 4-5,2100 Dwight Way,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.863956,-122.2669,2/25/2023,197181,2023-02-25 23:20:30 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT SHATTUCK LOT 3,2100 Dwight Way,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.863951,-122.266929,2/25/2023,197182,2023-02-25 23:20:30 UTC,,10/7/2021,J1772,,,,,
ELEC,ALTABATESSUMMIT ASHBY GRG EV1,2420 Ashby Ave ASHBY GARAGE,,Berkeley,CA,94705,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.856045,-122.25856,2/25/2023,197183,2023-02-25 23:20:59 UTC,,10/7/2021,J1772,,,,,
ELEC,BASEMENT JONES STATION 2,1080 Jones St,,Berkeley,CA,94710,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.876105,-122.295227,2/25/2023,197835,2023-02-25 23:31:48 UTC,,10/16/2021,J1772,,,,,
ELEC,SHATTUCK GARAGE CHARGER 1,2628 Shattuck Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.860998,-122.267515,2/25/2023,200568,2023-02-25 23:31:46 UTC,,11/5/2021,J1772,,,,,
ELEC,SHATTUCK GARAGE CHARGER 2,2628 Shattuck Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.861065,-122.267517,2/25/2023,200569,2023-02-25 23:31:46 UTC,,11/5/2021,J1772,,,,,
ELEC,SF BAY TRAIL SF BAY TRAIL 1,San Francisco Bay TrailSan Francisco Bay Trai,,Berkeley,CA,94720,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.864414,-122.305478,2/25/2023,205385,2023-02-25 23:33:41 UTC,,1/27/2022,J1772,,,,,
ELEC,CITYOFBERKELEY CENT 2 GREEN 5,2025 Center St,,Berkeley,CA,94704,,888-758-4389,E,,Public,Mon 9:00pm - 12:00am; Tue 9:00pm - 12:00am; Wed 9:00pm - 12:00am; Thu 9:00pm - 12:00am; Fri 9:00pm - 12:00am; Sat 9:00pm - 12:00am; Sun 9:00pm - 12:00am,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.870377,-122.2699,2/25/2023,214332,2023-02-25 23:20:42 UTC,,4/21/2022,J1772,,,,,
ELEC,CITYOFBERKELEY 203841030430,Martin Luther King Jr. Way at Derby St.,,Berkeley,CA,94703,,888-758-4389,E,,Public,Mon 9:00pm - 12:00am; Tue 9:00pm - 12:00am; Wed 9:00pm - 12:00am; Thu 9:00pm - 12:00am; Fri 9:00pm - 12:00am; Sat 9:00pm - 12:00am; Sun 9:00pm - 12:00am,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.859806,-122.27198,2/25/2023,214333,2023-02-25 23:27:30 UTC,,4/21/2022,J1772,,,,,
ELEC,G1A P1C,2600 Shattuck Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.861517,-122.267566,2/25/2023,215012,2023-02-25 23:08:31 UTC,,4/27/2022,J1772,,,,,
ELEC,G1A P1A,2600 Shattuck Ave,,Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.861532,-122.267613,2/25/2023,215013,2023-02-25 23:08:55 UTC,,4/27/2022,J1772,,,,,
ELEC,725 POTTER 725 #1,725 Potter St,,Berkeley,CA,94710,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.85118,-122.294971,2/25/2023,220218,2023-02-25 23:08:45 UTC,,5/27/2022,J1772,,,,,
ELEC,725 POTTER 725 #2,725 Potter St,,Berkeley,CA,94710,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.851112,-122.294926,2/25/2023,220219,2023-02-25 23:09:06 UTC,,5/27/2022,J1772,,,,,
ELEC,725 POTTER 725 #3,725 Potter St,,Berkeley,CA,94710,,888-758-4389,E,,Public,24 hours daily,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.851243,-122.294985,2/25/2023,220220,2023-02-25 23:09:06 UTC,,5/27/2022,J1772,,,,,
ELEC,Whole Foods Berkeley - Telegraph,3000 Telegraph Ave,,Berkeley,CA,94705,,877-455-3833,E,,Public,24 hours daily,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.8558,-122.26064,2/25/2023,228247,2023-02-25 22:56:03 UTC,,8/30/2017,CHADEMO J1772COMBO,,,,,
ELEC,Whole Foods Market,1025 Gilman St,,Berkeley,CA,94710,,877-455-3833,E,,Public,24 hours daily,,1,2,,eVgo Network,https://www.evgo.com/,GPS,37.880634,-122.297256,2/25/2023,228266,2023-02-25 22:56:05 UTC,,11/3/2014,CHADEMO J1772 J1772COMBO,,,,,
